Lemma	SF	Analysis	Segmentation	Freq
hämeenlinnalaismiehen	hämeenlinnalaismiehen	hämenlinalainen_A/N-mies_N-GEN	hämenlinalais-miehe-n	1
häpeilemättömyys	häpeilemättömyys	hävetä_V-DVILE-DVMATON-DAUS	häpe-ile-mätöm-ys	1
hätävarjelu	hätävarjelu	hätä_N-varjela_V-DVU	hätä-varjel-u	1
hävitä	hävitä	hävitä_V-DVTA	hävi-tä	1
hömpöttelee	hömpöttelee	hömpötä_V-DVELE-SG3	hömpöt-ele-e	1
höyrykattila	höyrykattila	höyry_N-katila_N	höyry-katila	1
höystää	höystää	höystä_V-INF1	höystä-ä	1
ideologisia	ideologisia	ideologinen_A-PL-PTV	ideologis-i-a	1
ihannevastustajat	ihannevastustajat	ihane_N-vastusta_V-DVJA-PL	ihane-vastusta-ja-t	1
ihmeissämme	ihmeissämme	ihme_N-PL-INE-1PL	ihme-i-sä-me	1
ikaalisilla	ikaalisilla	ikalinen_N-PL-ADE	ikalis-i-la	1
ikaalislainen	ikaalislainen	ikalinen_N-DNLAINEN	ikalis-lainen	1
ilmaisulle	ilmaisulle	ilmaista_V-DVU-AL	ilmais-u-le	1
ilmapuolustusliiton	ilmapuolustusliiton	ilma_N-puolusta_V-DVUS-lito_N-GEN	ilma-puolust-us-lito-n	1
ilmarevolveri	ilmarevolveri	ilma_N-revolveri_N	ilma-revolveri	1
ilmoitusmarkkoja	ilmoitusmarkkoja	ilmoita_V-DVUS-marka_N-PL-PTV	ilmoit-us-marko-j-a	1
iltajuhlasta	iltajuhlasta	ilta_N-juhla_N-ELA	ilta-juhla-sta	1
iltakonsertteihin	iltakonsertteihin	ilta_N-konserti_N-PL-ILL	ilta-konserte-i-hin	1
iltalehdessä	iltalehdessä	ilta_N-lehti_N-INE	ilta-lehde-sä	1
ilveskissoille	ilveskissoille	ilves_N-kisa_N-PL-AL	ilves-kiso-i-le	1
ilvespeluri	ilvespeluri	ilves_N-peluri_N	ilves-peluri	1
improvisoimme	improvisoimme	improvisoida_V-PL1	improvisoi-me	1
imusolmukesyöpää	imusolmukesyöpää	imu_N-solmuke_N-syöpä_N-PTV	imu-solmuke-syöpä-ä	1
imusolmukesyövästä	imusolmukesyövästä	imu_N-solmuke_N-syödä_V-PCP1-ELA	imu-solmuke-syö-vä-stä	1
imusta	imusta	imu_N-ELA	imu-sta	1
infektiovahinkoja	infektiovahinkoja	infektio_N-vahinko_N-PL-PTV	infektio-vahinko-j-a	1
informaatioähkyn	informaatioähkyn	informatio_N-ähky_N-GEN	informatio-ähky-n	1
inkarnaatio	inkarnaatio	inkarnatio_N	inkarnatio	1
insinöörimajuri	insinöörimajuri	insinöri_N-majuri_N	insinöri-majuri	1
intohimoisena	intohimoisena	into_N-himoinen_A-ES	into-himoise-na	1
investointiosuudesta	investointiosuudesta	investoida_V-DVNTI-osus_N-ELA	investoi-nti-osude-sta	1
investointipäätökseen	investointipäätökseen	investoida_V-DVNTI-pätö_N-TRA-3SGPL	investoi-nti-pätö-kse-en	1
irrotettavaa	irrotettavaa	irota_V-PS-PCP1-PTV	irote-ta-va-a	1
irrotettavan	irrotettavan	irota_V-PS-PCP1-GEN	irote-ta-va-n	1
irrottelun	irrottelun	irota_V-DVELE-DVU-GEN	irot-el-u-n	1
iskunvaimentimia	iskunvaimentimia	isku_N-GEN-vaimenin_N-PL-PTV	isku-n-vaimentim-i-a	1
iskupaikka	iskupaikka	isku_N-paika_N	isku-paika	1
iskuteho	iskuteho	isku_N-teho_N	isku-teho	1
islantilaisesta	islantilaisesta	islanti_N-DNLAINEN-ELA	islanti-laise-sta	1
isopää	isopää	iso_A-pä_N	iso-pä	1
istuin	istuin	istua_V-PAST-SG1-istuin_N	istu-i-n-istuin	1
istumapaikka	istumapaikka	istua_V-DVMA-paika_N	istu-ma-paika	1
istumapaikkaansa	istumapaikkaansa	istua_V-DVMA-paika_N-ILL-3SGPL_nsA	istu-ma-paika-a-nsa	1
istuneille	istuneille	istua_V-PCP2-PL-AL	istu-ne-i-le	1
itsenäisyyspyrkimyksistä	itsenäisyyspyrkimyksistä	itsenäinen_A-DAUS-pyrkimys_N-PL-ELA	itsenäis-ys-pyrkimyks-i-stä	1
itäberliiniläisten	itäberliiniläisten	itä_N-berlini_N-DNLAINEN-PL-GEN	itä-berlini-läis-t-en	1
itäberliinin	itäberliinin	itä_N-berlini_N-GEN	itä-berlini-n	1
itähelsinkiläiset	itähelsinkiläiset	itä_N-helsinki_N-DNLAINEN-PL	itä-helsinki-läise-t	1
jakoviiva	jakoviiva	jako_N-viva_N	jako-viva	1
jalkapallokartalla	jalkapallokartalla	jalka_N-palo_N-karta_N-ADE	jalka-palo-karta-la	1
jalkapallovuosi	jalkapallovuosi	jalka_N-palo_N-vuo_N-2SG	jalka-palo-vuo-si	1
jannehan	jannehan	jane_N-hAn_CLI	jane-han	1
jannesaliin	jannesaliin	jane_N-sali_N-ILL	jane-sali-in	1
japsien	japsien	japsi_N-PL-GEN	japs-i-en	1
jerry	jerry	jery_N	jery	1
johtojuoksun	johtojuoksun	johto_N-juoksu_N-GEN	johto-juoksu-n	1
jokavuotisia	jokavuotisia	jo_PRON-PRONSUF-vuotinen_A-PL-PTV	jo-ka-vuotis-i-a	1
jokeripelaaja	jokeripelaaja	jokeri_N-pelata_V-DVJA	jokeri-pela-ja	1
jonesistakin	jonesistakin	jones_N-ELA-kin_CLI	jonesi-sta-kin	1
joosefin	joosefin	josef_N-GEN	josefi-n	1
joukkuemäessäkin	joukkuemäessäkin	joukue_N-mäki_N-INE-kin_CLI	joukue-mäe-sä-kin	1
joulukorttien	joulukorttien	joulu_N-korti_N-PL-GEN	joulu-kort-i-en	1
joulunalusaikana	joulunalusaikana	joulu_N-GEN-alunen_N-aika_N-ES	joulu-n-alus-aika-na	1
joulunaluskiireiden	joulunaluskiireiden	joulu_N-GEN-alunen_N-kire_A-PL-GEN	joulu-n-alus-kire-i-den	1
joulunumeroon	joulunumeroon	joulu_N-numero_N-ILL	joulu-numero-on	1
joulunvihreä	joulunvihreä	joulu_N-GEN-vihreä_A	joulu-n-vihreä	1
jouluruoat	jouluruoat	joulu_N-ruoka_N-PL	joulu-ruoa-t	1
joulusillin	joulusillin	joulu_N-sili_N-GEN	joulu-sili-n	1
joulutontuille	joulutontuille	joulu_N-DNTON-tuki_N-PL-AL	joulu-ton-tu-i-le	1
jousituksesta	jousituksesta	jousita_V-DVUS-ELA	jousit-ukse-sta	1
juhanakvartetissa	juhanakvartetissa	juha_N-ES-kvarteti_N-INE-juhana_N	juha-na-kvarteti-sa-juhana	1
juhanille	juhanille	juhana_N-PL-AL-juhani_N	juhan-i-le-juhani	1
julkaisuiksi	julkaisuiksi	julkaista_V-DVU-PL-TRA	julkais-u-i-ksi	1
julkisuushyödyn	julkisuushyödyn	julkinen_A-DAUS-hyöty_N-GEN	julkis-us-hyödy-n	1
julkisuusongelmista	julkisuusongelmista	julkinen_A-DAUS-ongelma_N-PL-ELA	julkis-us-ongelm-i-sta	1
jumalanpilkan	jumalanpilkan	jumala_N-GEN-pilka_N	jumala-n-pilka	1
jumbo	jumbo	jumbo_N	jumbo	1
jumbona	jumbona	jumbo_N-ES	jumbo-na	1
junavaunu	junavaunu	juna_N-vaunu_N	juna-vaunu	1
junia	junia	juna_N-PL-PTV	jun-i-a	1
juniorityössä	juniorityössä	juniori_N-työ_N-INE	juniori-työ-sä	1
juoksuerolla	juoksuerolla	juoksu_N-ero_N-ADE	juoksu-ero-la	1
juoksutetaan	juoksutetaan	juoksuta_V-PS-PE4	juoksute-ta-an	1
juoksuttivat	juoksuttivat	juoksuta_V-PAST-PL3	juoksut-i-vat	1
juomateollisuuteen	juomateollisuuteen	juoda_V-DVMA-teolinen_A-DAUS-ILL-juoma_N	juo-ma-teolis-ute-en-juoma	1
juustohöyläratkaisuilla	juustohöyläratkaisuilla	justo_N-höylä_N-ratkaista_V-DVU-PL-ADE	justo-höylä-ratkais-u-i-la	1
jälkijättöiseltä	jälkijättöiseltä	jälki_N-jätöinen_A-ABL	jälki-jätöise-ltä	1
jännitysmomenttina	jännitysmomenttina	jänitä_V-DVUS-momenti_N-ES	jänit-ys-momenti-na	1
järjestystä	järjestystä	järjestä_V-DVUS-PTV	järjest-ys-tä	1
järjestäjäseurat	järjestäjäseurat	järjestä_V-DVJA-seura_N-PL	järjestä-jä-seura-t	1
järjestöelämään	järjestöelämään	järjestö_N-elämä_N-ILL	järjestö-elämä-än	1
järkeenkäyvältä	järkeenkäyvältä	järki_N-ILL-käypä_A-ABL-järkenkäydä_V-PCP1	järke-en-käyvä-ltä-järkenkäy-vä	1
järvikohtaukseen	järvikohtaukseen	järvi_N-kohdata_V-DVUS-ILL	järvi-kohta-ukse-en	1
jäseneltään	jäseneltään	jäsen_N-ABL-3SGPL	jäsene-ltä-än	1
jäsenkuntaan	jäsenkuntaan	jäsen_N-kunta_N-ILL	jäsen-kunta-an	1
jäsentämässä	jäsentämässä	jäsentä_V-DVMA-INE	jäsentä-mä-sä	1
jätteenkäsittelylaitoksineen	jätteenkäsittelylaitoksineen	jäte_N-GEN-käsitelä_V-DVU-laitos_N-CMT-3SGPL	jäte-n-käsitel-y-laitoks-ine-en	1
jättipalikoista	jättipalikoista	jäti_N-palika_N-PL-ELA	jäti-paliko-i-sta	1
jäädytettäisiin	jäädytettäisiin	jätyä_V-DVTA-PS-COND-PE4	jädy-te-tä-isi-in	1
jääkiekkoileva	jääkiekkoileva	jä_N-kiekoila_V-PCP1-jäkiekoila_V	jä-kiekoile-va-jäkiekoile	1
jääkäreitten	jääkäreitten	jäkäri_N-PL-GEN	jäkäre-i-ten	1
jäänevät	jäänevät	jädä_V-POTN-PL3	jä-ne-vät	1
jäänmurtajien	jäänmurtajien	jä_N-GEN-murta_V-DVJA-PL-GEN	jä-n-murta-j-i-en	1
jäänteiksi	jäänteiksi	jä_N-GEN-tie_N-PL-TRA-jäne_N	jä-n-te-i-ksi-jänte	1
jäätyisi	jäätyisi	jätyä_V-COND	jäty-isi	1
kaakkoisbosniaa	kaakkoisbosniaa	kakoinen_A-bosnia_N-PTV	kakois-bosnia-a	1
kaakkoisrajan	kaakkoisrajan	kakoinen_A-raja_N-GEN	kakois-raja-n	1
kaameudessaan	kaameudessaan	kamea_A-DAUS-INE-3SGPL	kame-ude-sa-an	1
kaatopaikkajätteen	kaatopaikkajätteen	kato_N-paika_N-jäte_N-GEN	kato-paika-jäte-n	1
kaatopaikkaretkeltä	kaatopaikkaretkeltä	kato_N-paika_N-retki_N-ABL	kato-paika-retke-ltä	1
kaatuisi	kaatuisi	katua_V-COND	katu-isi	1
kaatuvat	kaatuvat	katua_V-PCP1-PL	katu-va-t	1
kaavoineen	kaavoineen	kava_N-CMT-3SGPL	kavo-ine-en	1
kahdeksaansataan	kahdeksaansataan	kahdeksan_NUM-ILL-sata_NUM	kahdeksa-an-sata	1
kaikenkokoisissa	kaikenkokoisissa	kaiki_PRON-GEN-kokoinen_A-PL-INE	kaike-n-kokois-i-sa	1
kairaustehtävät	kairaustehtävät	kairata_V-DVUS-tehtävä_N-PL	kaira-us-tehtävä-t	1
kaivostoiminnalla	kaivostoiminnalla	kaivonen_N-toimia_V-DVNTA-ADE	kaivos-toimi-na-la	1
kaivuuväelle	kaivuuväelle	kaivu_N-väki_N-AL	kaivu-väe-le	1
kaksinaisen	kaksinaisen	kaksinainen_A-GEN	kaksinaise-n	1
kaksinapaisuus	kaksinapaisuus	kaksi_NUM-napainen_A-DAUS	kaksi-napais-us	1
kalahtelevin	kalahtelevin	kalahta_V-DVELE-PCP1-PL-INS	kalaht-ele-v-i-n	1
kalaniemen	kalaniemen	kala_N-niemi_N-GEN	kala-nieme-n	1
kalanpyydyksien	kalanpyydyksien	kala_N-GEN-pydys_N-PL-GEN	kala-n-pydyks-i-en	1
kalanviljelylaitoksissa	kalanviljelylaitoksissa	kala_N-GEN-viljelä_V-DVU-laitos_N-PL-INE	kala-n-viljel-y-laitoks-i-sa	1
kalastusalukseen	kalastusalukseen	kalasta_V-DVUS-alku_N-TRA-3SGPL	kalast-us-alu-kse-en	1
kalastusrekisteriin	kalastusrekisteriin	kalasta_V-DVUS-rekisteri_N-ILL	kalast-us-rekisteri-in	1
kali	kali	kali_N	kali	1
kalitta	kalitta	kali_N-ABE	kali-ta	1
kalkinpoistoaineen	kalkinpoistoaineen	kalki_N-GEN-poisto_N-aine_N	kalki-n-poisto-aine	1
kallistumallaan	kallistumallaan	kalista_V-DVU-DVMA-ADE-3SGPL-kalistuma_N	kalist-u-ma-la-an-kalistuma	1
kalsonkien	kalsonkien	kalsongit_N-PL-GEN	kalsonk-i-en	1
kamarimusiikkisarja	kamarimusiikkisarja	kamari_N-musiki_N-sarja_N	kamari-musiki-sarja	1
kana	kana	kana_N	kana	1
kanelipuun	kanelipuun	kaneli_N-pu_N-GEN	kaneli-pu-n	1
kansainliitossa	kansainliitossa	kansa_N-PL-GEN-lito_N-INE	kansa-i-n-lito-sa	1
kansainvälisenkin	kansainvälisenkin	kansa_N-PL-GEN-väli_N-senki_N	kansa-i-n-väli-senki	1
kansalaisjärjestötapaamisen	kansalaisjärjestötapaamisen	kansalainen_N-järjestö_N-tavata_V-DVMINEN-GEN	kansalais-järjestö-tapa-mise-n	1
kansalliseläimen	kansalliseläimen	kansalinen_A-eläin_N-GEN	kansalis-eläime-n	1
kansallispuolueen	kansallispuolueen	kansalinen_A-puolue_N-GEN	kansalis-puolue-n	1
kansanosia	kansanosia	kansa_N-GEN-osa_N-PL-PTV	kansa-n-os-i-a	1
kansanryhmissä	kansanryhmissä	kansa_N-GEN-ryhmä_N-PL-INE	kansa-n-ryhm-i-sä	1
kansayhtymän	kansayhtymän	kansa_N-yhtymä_N-GEN	kansa-yhtymä-n	1
kanssakilpailijoiden	kanssakilpailijoiden	kansa-kilpaila_V-DVJO-PL-GEN	kansa-kilpaili-jo-i-den	1
kantako	kantako	kanta_V-IMPV	kanta-ko	1
kappalevalikoima	kappalevalikoima	kapale_N-valikoima_N	kapale-valikoima	1
kapteenina	kapteenina	kapteni_N-ES	kapteni-na	1
kara	kara	kara_N	kara	1
karahtaminen	karahtaminen	karahta_V-DVMINEN	karahta-minen	1
karhunen	karhunen	karhunen_N	karhunen	1
karhunpalvelus	karhunpalvelus	karhu_N-GEN-palvelus_N	karhu-n-palvelus	1
karkotettavan	karkotettavan	karkota_V-PS-PCP1-GEN	karkote-ta-va-n	1
karkottavan	karkottavan	karkota_V-PCP1-GEN	karkota-va-n	1
kasinokaupungissa	kasinokaupungissa	kasino_N-kaupunki_N-INE	kasino-kaupungi-sa	1
kasinopelurit	kasinopelurit	kasino_N-peluri_N-PL	kasino-peluri-t	1
kassakaapit	kassakaapit	kasa_N-kapi_N-PL	kasa-kapi-t	1
kassamagneettien	kassamagneettien	kasa_N-magneti_N-PL-GEN	kasa-magnet-i-en	1
kasvatusotteisiin	kasvatusotteisiin	kasva_V-DVTA-DVUS-ote_N-PL-ILL_sIn	kasva-t-us-ote-i-sin	1
kasvihuonevaikutus	kasvihuonevaikutus	kasvi_N-huone_N-vaikuta_V-DVUS	kasvi-huone-vaikut-us	1
kasvintarkastajilla	kasvintarkastajilla	kasvi_N-GEN-tarkasta_V-DVJA-PL-ADE	kasvi-n-tarkasta-j-i-la	1
kasvuennusteet	kasvuennusteet	kasvu_N-enuste_N-PL	kasvu-enuste-t	1
katetuotto	katetuotto	kate_N-tuoto_N	kate-tuoto	1
katoilla	katoilla	kata_V-DVILE-PS	kato-il-la	1
katolilaiset	katolilaiset	katolilainen_N-PL	katolilaise-t	1
katselemme	katselemme	katsela_V-PL1	katsele-me	1
katselleeksi	katselleeksi	katsela_V-PCP2-TRA	katsel-le-ksi	1
katsellen	katsellen	katsela_V-INF2-INS	katsel-le-n	1
katselmustoimitukselle	katselmustoimitukselle	katselmus_N-toimia_V-DVTA-DVUS-AL	katselmus-toimi-t-ukse-le	1
katsotuissa	katsotuissa	katsoa_V-PSPCP2-PL-INE	katso-tu-i-sa	1
kattaneen	kattaneen	kata_V-PCP2-GEN	kata-ne-n	1
kauhuromantiikka	kauhuromantiikka	kauhu_N-romantika_N	kauhu-romantika	1
kaunotarta	kaunotarta	kaunotar_N-PTV	kaunotar-ta	1
kauppasummana	kauppasummana	kaupa_N-suma_N-ES	kaupa-suma-na	1
kehittäjiin	kehittäjiin	kehitä_V-DVJA-PL-ILL	kehitä-j-i-in	1
kehittämislinjaan	kehittämislinjaan	kehitä_V-DVMINEN-linja_N-ILL	kehitä-mis-linja-an	1
kehitysuskon	kehitysuskon	kehitä_V-DVUS-usko_N-GEN	kehit-ys-usko-n	1
kehitysyhteistyötukea	kehitysyhteistyötukea	kehitä_V-DVUS-yhteinen_A-työ_N-tuki_N-PTV	kehit-ys-yhteis-työ-tuke-a	1
kehnoimmin	kehnoimmin	kehno_A-SUP-PL-INS	kehno-im-i-n	1
kehuisi	kehuisi	kehua_V-COND	kehu-isi	1
kehuttavasti	kehuttavasti	kehua_V-DVTA-PCP1-MAN	kehu-ta-va-sti	1
keikkapalkkiona	keikkapalkkiona	keika_N-palkio_N-ES	keika-palkio-na	1
keinoaineista	keinoaineista	keino_N-aine_N-PL-ELA	keino-aine-i-sta	1
keksintöarsenaaliin	keksintöarsenaaliin	keksintö_N-arsenali_N-ILL	keksintö-arsenali-in	1
kellankalpeaksi	kellankalpeaksi	kelta_N-GEN-kalpea_A-TRA	kela-n-kalpea-ksi	1
kelluntaa	kelluntaa	kelua_V-DVNTA-PTV	kelu-nta-a	1
kelpoisuusvaatimuksia	kelpoisuusvaatimuksia	kelpoinen_A-DAUS-vatimus_N-PL-PTV	kelpois-us-vatimuks-i-a	1
keltasipuli	keltasipuli	kelta_N-sipuli_N	kelta-sipuli	1
kemiaan	kemiaan	kemia_N-ILL	kemia-an	1
kenraaleilta	kenraaleilta	kenrali_N-PL-ABL	kenrale-i-lta	1
kenraalieversti	kenraalieversti	kenrali_N-eversti_N	kenrali-eversti	1
keraaminen	keraaminen	keraminen_A	keraminen	1
kerrosneliömetrin	kerrosneliömetrin	keros_N-neliö_N-metri_N-GEN	keros-neliö-metri-n	1
kerrostalokorttelin	kerrostalokorttelin	keros_N-talo_N-korteli_N-GEN	keros-talo-korteli-n	1
kertomalla	kertomalla	kertoa_V-DVMA-ADE	kerto-ma-la	1
keräämän	keräämän	kerätä_V-DVMA-GEN	kerä-mä-n	1
keräämäni	keräämäni	kerätä_V-DVMA-1SG	kerä-mä-ni	1
keskiaikaiseksi	keskiaikaiseksi	keski_PFX-aikainen_A-TRA	keski-aikaise-ksi	1
keskushenkilöt	keskushenkilöt	keskus_N-henkilö_N-PL	keskus-henkilö-t	1
keskuskirjastona	keskuskirjastona	keskus_N-kirjasto_N-ES	keskus-kirjasto-na	1
kestosuosikit	kestosuosikit	kesto_N-suosiki_N-PL	kesto-suosiki-t	1
kestävyydestään	kestävyydestään	kestä_V-PCP1-DAUS-ELA-3SGPL	kestä-v-yde-stä-än	1
kestävyys	kestävyys	kestä_V-PCP1-DAUS	kestä-v-ys	1
kesäjuhlista	kesäjuhlista	kesä_N-juhla_N-PL-ELA	kesä-juhl-i-sta	1
kevolta	kevolta	kevo_N-ABL	kevo-lta	1
kevätniemeen	kevätniemeen	kevät_N-niemi_N-ILL	kevät-nieme-en	1
keynes	keynes	keynes_N	keynes	1
keynesiläiset	keynesiläiset	keynes_N-DNLAINEN-PL	keynesi-läise-t	1
kiedottiin	kiedottiin	kietoa_V-PS-PAST-PE4	kiedo-t-i-in	1
kiekkojuniori	kiekkojuniori	kieko_N-juniori_N	kieko-juniori	1
kielelliselle	kielelliselle	kieli_N-DNLINEN-AL	kiele-lise-le	1
kiemurtavaa	kiemurtavaa	kiemurta_V-PCP1-PTV	kiemurta-va-a	1
kieppeille	kieppeille	kiepeile-AL	kiepei-le	1
kiilautuneet	kiilautuneet	kilautua_V-PCP2-PL	kilautu-ne-t	1
kiimassa	kiimassa	kima_N-INE	kima-sa	1
kiireaikoina	kiireaikoina	kire_A-aika_N-PL-ES	kire-aiko-i-na	1
kilimanjaromaastopyörä	kilimanjaromaastopyörä	kilimanjaro_N-masto_N-pyörä_N	kilimanjaro-masto-pyörä	1
kilpaajajan	kilpaajajan	kilpa_N-aja_V-DVJA-GEN	kilpa-aja-ja-n	1
kilpailutetaan	kilpailutetaan	kilpaila_V-DVUTA-PS-PE4	kilpail-ute-ta-an	1
kimpale	kimpale	kimpale_N	kimpale	1
kimpaleen	kimpaleen	kimpale_N-GEN	kimpale-n	1
kinkkusuikaleita	kinkkusuikaleita	kinku_N-suikale_N-PL-PTV	kinku-suikale-i-ta	1
kinttupoluksi	kinttupoluksi	kintu_N-polku_N-TRA	kintu-polu-ksi	1
kioskiryöstäjiä	kioskiryöstäjiä	kioski_N-ryöstä_V-DVJA-PL-PTV	kioski-ryöstä-j-i-ä	1
kipeimmän	kipeimmän	kipeä_A-SUP-GEN	kipe-imä-n	1
kipeimmät	kipeimmät	kipeä_A-SUP-PL	kipe-imä-t	1
kiperimmätkin	kiperimmätkin	kiperä_A-SUP-PL-kin_CLI	kiper-imä-t-kin	1
kippurin	kippurin	kipura_A-SUP	kipur-in	1
kirjaarvostelijana	kirjaarvostelijana	kirja_N-arvostela_V-DVJA-ES	kirja-arvosteli-ja-na	1
kirjailee	kirjailee	kirjaila_V-SG3	kirjaile-e	1
kirjoittaahan	kirjoittaahan	kirjoita_V-INF1-hAn_CLI	kirjoita-a-han	1
kirjolohifilee	kirjolohifilee	kirjo_N-lohi_N-file_N	kirjo-lohi-file	1
kirkkoherranvaali	kirkkoherranvaali	kirko_N-hera_N-GEN-vali_N	kirko-hera-n-vali	1
kirkkoherranviraston	kirkkoherranviraston	kirko_N-hera_N-GEN-virasto_N	kirko-hera-n-virasto	1
kirvesmiesporukka	kirvesmiesporukka	kirves_N-mies_N-poruka_N	kirves-mies-poruka	1
kitkeränsävyisesti	kitkeränsävyisesti	kitkerä_A-GEN-sävyinen_A-MAN	kitkerä-n-sävyise-sti	1
kitkettävä	kitkettävä	kitkeä_V-DVTA-PCP1	kitke-tä-vä	1
kivikuvan	kivikuvan	kivi_N-kuva_N-GEN	kivi-kuva-n	1
kivisti	kivisti	kivistä_V-PAST	kivist-i	1
kohdissaan	kohdissaan	kohta_N-PL-INE-3SGPL	kohd-i-sa-an	1
kohdulle	kohdulle	kohtu_N-AL	kohdu-le	1
kohenemisen	kohenemisen	koheta_V-DVMINEN-GEN	kohene-mise-n	1
kohentamalla	kohentamalla	koheta_V-DVNTA-DVMA-ADE	kohe-nta-ma-la	1
kohtamaan	kohtamaan	kohta_N-ma_N-GEN	kohta-ma-n	1
kohteliaisuuksia	kohteliaisuuksia	kohtelias_A-DAUS-PL-PTV	kohteliais-uks-i-a	1
kokeilevia	kokeilevia	kokeila_V-PCP1-PL-PTV	kokeile-v-i-a	1
kokeiltavissa	kokeiltavissa	kokeila_V-PS-PCP1-PL-INE	kokeil-ta-v-i-sa	1
kokeisiin	kokeisiin	koe_N-PL-ILL_sIn	koke-i-sin	1
kokkareinen	kokkareinen	kokareinen_A	kokareinen	1
kokkolasta	kokkolasta	koko_N-lapsi_N-PTV	koko-las-ta	1
kokoelmaa	kokoelmaa	kokoelma_N-PTV	kokoelma-a	1
kokonaisratkaisuihin	kokonaisratkaisuihin	kokonainen_A-ratkaista_V-DVU-PL-ILL	kokonais-ratkais-u-i-hin	1
kokousasioista	kokousasioista	kokous_N-asia_N-PL-ELA	kokous-asio-i-sta	1
kolmikkona	kolmikkona	kolmiko_N-ES	kolmiko-na	1
komeasarvisia	komeasarvisia	komea_A-sarvinen_A-PL-PTV	komea-sarvis-i-a	1
komentorakenteesta	komentorakenteesta	komento_N-rakene_N-ELA	komento-rakente-sta	1
komistua	komistua	komista_V-DVU-INF1	komist-u-a	1
komiteataipaleensa	komiteataipaleensa	komitea_N-taival_N-ILL-3SGPL_nsA	komitea-taipale-e-nsa	1
kompastumisestaan	kompastumisestaan	kompastua_V-DVMINEN-ELA-3SGPL	kompastu-mise-sta-an	1
komppaniamme	komppaniamme	kompania_N-1PL	kompania-me	1
konesavotan	konesavotan	kone_N-savota_N-GEN	kone-savota-n	1
konetyyppiä	konetyyppiä	kone_N-typi_N-PTV	kone-typi-ä	1
konnatroikkaa	konnatroikkaa	kona_N-troika_N-PTV	kona-troika-a	1
konserniyhtiöksi	konserniyhtiöksi	konserni_N-yhtiö_N-TRA	konserni-yhtiö-ksi	1
konsulttityöt	konsulttityöt	konsulti_N-työ_N-PL	konsulti-työ-t	1
koreammin	koreammin	korea_A-CMP-PL-INS	korea-m-i-n	1
koreografiakilpailun	koreografiakilpailun	koreografi_N-PTV-kilpaila_V-DVU-GEN-koreografia_N	koreografi-a-kilpail-u-n-koreografia	1
koreografilinjalle	koreografilinjalle	koreografi_N-linja_N-AL	koreografi-linja-le	1
koripallofinaalit	koripallofinaalit	kori_N-palo_N-finali_N-PL	kori-palo-finali-t	1
korjausavustukset	korjausavustukset	korjata_V-DVUS-avusta_V-DVUS-PL	korja-us-avust-ukse-t	1
korkeakoulujärjestelmät	korkeakoulujärjestelmät	korkea_A-koulu_N-järjestelmä_N-PL	korkea-koulu-järjestelmä-t	1
korkeakoulusta	korkeakoulusta	korkea_A-koulu_N-ELA	korkea-koulu-sta	1
koroin	koroin	korko_N-PL-INS	koro-i-n	1
korottaisi	korottaisi	korota_V-COND	korota-isi	1
korruptoinut	korruptoinut	koruptoida_V-PCP2	koruptoi-nut	1
kosketat	kosketat	kosketa_V-SG2	kosketa-t	1
kotikunto	kotikunto	koti_N-kunto_N	koti-kunto	1
kotimaisemiinsa	kotimaisemiinsa	koti_N-maisema_N-PL	koti-maisem-i	1
kotioloista	kotioloista	koti_N-olo_N-PL-ELA	koti-olo-i-sta	1
kotiradan	kotiradan	koti_N-rata_N-GEN	koti-rada-n	1
kotivaltiossaan	kotivaltiossaan	koti_N-valtio_N-INE-3SGPL	koti-valtio-sa-an	1
koulukiusatuksi	koulukiusatuksi	koulu_N-kiusata_V-PSPCP2-TRA	koulu-kiusa-tu-ksi	1
koulukkaan	koulukkaan	koulukas_N-GEN	kouluka-n	1
koulukysymykset	koulukysymykset	koulu_N-kysymys_N-PL	koulu-kysymykse-t	1
koulupohjalla	koulupohjalla	koulu_N-pohja_N-ADE	koulu-pohja-la	1
koulutettavien	koulutettavien	kouluta_V-PS-PCP1-PL-GEN	koulute-ta-v-i-en	1
koulutettavina	koulutettavina	kouluta_V-PS-PCP1-PL-ES	koulute-ta-v-i-na	1
koulutovereiltaan	koulutovereiltaan	koulu_N-toveri_N-PL-ABL-3SGPL	koulu-tovere-i-lta-an	1
koulutusavun	koulutusavun	kouluta_V-DVUS-apu_N-GEN	koulut-us-avu-n	1
kouristuvat	kouristuvat	kourista_V-DVU-PCP1-PL	kourist-u-va-t	1
kovempaan	kovempaan	kova_A-CMP-ILL	kove-mpa-an	1
kovettaa	kovettaa	koveta_V-INF1	koveta-a	1
kristiinankaupungista	kristiinankaupungista	kristinankaupunki_N-ELA	kristinankaupungi-sta	1
kroaattijohtajaa	kroaattijohtajaa	kroati_N-johta_V-DVJA-PTV	kroati-johta-ja-a	1
kruunutarjous	kruunutarjous	krunu_N-tarjous_N	krunu-tarjous	1
kudosnäytteistä	kudosnäytteistä	kudos_N-näyte_N-PL-ELA	kudos-näyte-i-stä	1
kuivasaarta	kuivasaarta	kuiva_A-sari_N-PTV	kuiva-sar-ta	1
kujanpäälle	kujanpäälle	kuja_N-GEN-pä_N-AL	kuja-n-pä-le	1
kuljetusmäärät	kuljetusmäärät	kuljeta_V-DVUS-märä_N-PL	kuljet-us-märä-t	1
