Word	Frequency
seyrettim	5
sinemasında	1
bıçakla	3
kesmiyorlar	1
gidelim	10
oturya	1
Fıstık	2
sinemasına	1
gazoz	4
içincede	1
çiğniyorum	1
söylemiyelim	1
havasını	1
öğrendim	9
sarıdır	1
söylüyorlardı	1
ediyoruz	2
okuycanmı	1
içmez	10
yeer	1
karnıları	1
acıkır	2
ıh	32
kabuğu	1
severler	1
seyrediyorlar	2
okusana	2
oku	2
istemiyorum	5
bakmıycam	1
sabahleyinki	1
rüyadaydım	1
karyolamda	2
büyüdüm	2
yatırıyor	3
pütürük	1
uydurmuyorum	1
diyorki	1
diliyorum	1
üzmüyorum	1
Elifim	1
Köksal	3
Canan	2
makar	1
diyorlar	11
üstüm	2
napalım	1
kapasın	1
acıkmadı	4
acıktı	1
karnım	5
söyledikten	2
söyliycem	2
üfliycem	1
Türkana	1
diyorlarki	1
Türkanın	1
olmıyacakmış	2
sevmiyorum	10
cikolatalı	1
uyuyacakmış	5
somya	3
iniyoruz	1
aşşaya	1
inicem	1
eşlerini	4
bulalım	2
onunkini	1
bulacam	2
şeylerimi	1
kamyonları	1
taşıyor	2
mersedes	1
gidiyormusunuz	1
Alplen	1
Alpayı	1
geliyorsun	2
uyduruyor	1
istiyor	4
dövünce	1
teyzesini	2
bağırıyor	10
uyumuyorki	2
aşağkinde	2
yukarkinde	2
aşagkinde	1
dövüyorum	5
dövebiliyormu	1
Alpay	6
dövemiyor	1
kendisine	2
ahh	2
hala	5
ahhh	1
annesine	1
Alpciğim	1
annesini	3
üzer	4
ağbisini	1
yiyormu	1
hemencik	5
sütünden	2
vermiyormu	1
vermiyor	10
kiminle	1
oynarsın	1
Alp	2
yokmu	5
brımmmm	1
geliyordun	2
gelmiyordun	2
hastaydın	1
değildim	1
gelmedin	2
öğretmenine	2
söyleseydin	2
döverdi	2
dövseydi	1
kuvvetliyim	4
yaramaz	12
yapacan	3
değiller	1
yaramazım	1
oynarsam	1
Ozcanların	1
bahçesine	7
arsaya	1
Emirganda	2
giriyorsun	2
vırrrn	1
diyorsun	2
ağacın	2
yanından	1
geçiyorsun	3
yapılık	1
yolundan	1
dönüyorsun	2
duruyorsun	1
taşınıyorum	1
Emirganın	1
sokağından	1
iniyorum	1
istemem	2
oynarlar	24
döne	2
oturdum	4
yapmiyorum	1
korkmam	3
oynamıyormusun	1
babanla	1
konuşmuyorsunki	1
vereyim	5
bardağı	5
elinde	2
istiyorsun	1
vrrrrrnnn	1
tutarmısın	1
baliğı	3
kıracam	1
kırmıyacaksın	1
vrrrr	1
yaparmısın	1
kullanırsın	1
yaparken	3
kullanmam	1
yapıyorsun	13
görmüyorum	8
görüyormusunuz	1
neyin	1
uyurmu	4
uyumaz	4
uyumuyorlar	1
döversem	1
döveyimmi	1
etmez	1
döverim	1
zannetmiyorum	1
aldın	5
demiyormusun	1
Bülent	1
dövecem	1
dene	1
Yalovada	1
uyudun	1
binseydi	1
Alpin	1
süslenirmi	1
virrry	2
köpekmisin	1
köpekim	1
ismin	3
korkutuyorsun	1
Sapo	1
Erelin	5
dönüyor	13
bibip	7
yazıyor	8
şişir	1
attaya	6
kalkıyor	2
tanbul	3
köprüye	6
ıhhh	2
das	1
ilacı	3
bozuldu	5
üfle	1
Ereli	1
çuka	1
Erele	1
tanıyor	2
Dvoranın	1
teybe	1
dastana	1
kov	1
bostancı	1
danayı	1
pişst	2
boo	2
oooo	1
pınarı	1
yakalamıştık	1
look	1
kirpik	1
sürdünüz	1
füf	1
sürdü	4
şakır	4
ısladı	1
yağmurkü	1
gitmesin	3
kesmiş	1
isti	1
dandanı	2
kalkacak	1
oynıyacak	2
düşürdü	3
bebekle	2
evimde	3
Ayalanın	1
çarşında	1
sevyom	1
koşarşı	3
koşarşeydi	1
koş	1
üşürdüm	1
ceketi	1
üşüme	1
kibritim	1
düstü	1
sevsin	1
yakaladı	1
ayağ	2
kesti	2
eşşek	3
ihtiyarlamış	2
geleyimmi	2
horoza	3
gidiyorsunuz	5
geziyoruz	2
geleyim	5
gidince	3
rastlamışlar	5
alsınlar	1
atlamışlar	1
yemişler	2
soymuşlar	1
ejderha	2
demişler	2
kaçmışlar	3
girmişler	5
yemeklerini	1
uyumuşlar	1
bakmışlar	1
itmiş	1
tekmelemiş	2
uyanmış	3
ısırmış	2
gagalamış	1
Allahım	1
kaçalım	1
yaşamışlar	1
sinemadan	1
öğren	1
oğrendim	1
acımadım	1
döğmüyormuş	3
hayvandır	2
kızdırdımı	4
yenmez	1
yenir	2
tırmalarlar	4
kızdırdıgı	1
korktuğu	1
korktukları	1
kızdırdıkları	1
ağzında	2
yaptımı	1
köpeğin	2
yavrusunu	3
korur	1
korkturdumu	1
sopayla	2
vurdumu	1
susamaması	1
susayınca	1
yürümez	1
kanatla	2
milkshake	2
bardağımla	1
neskafe	2
kızdırırlarsa	1
yanakları	4
öpülmiyecek	1
simsiyahtır	2
tilkinin	1
suyun	4
dibinde	1
arar	1
balıkçılar	1
tutarlar	2
gösterdi	1
atarlar	2
ağyı	1
alır	7
kapanır	2
sıkışır	2
ağnın	1
dökerler	3
motorlara	1
İstanbula	2
getirir	2
kızartıyoruz	1
yapmıyoruz	2
kılçıklarını	1
sıyırıyoruz	1
fasülye	1
yaşındayım	1
gitmedik	2
halletmek	1
Aksarayda	1
Taksimde	5
hangisini	6
istersem	1
çarpışan	1
Aksaray	1
ikisinde	3
iksi	1
yaramazlar	2
Etilerde	1
Etiler	1
koşmaca	5
söyliyeceğim	1
rayı	1
pille	1
işliyor	1
Ankaradan	4
pilsiz	1
işliyemez	1
alıcağım	1
gidemiyoruz	1
Su	2
işlerinde	2
çalışmıyor	2
kalkar	1
kalkıyorum	3
altıda	1
Boğaziçi	1
Universitesinde	1
talebelere	1
yatağım	1
karyola	1
alacaklar	1
birini	1
çekecem	2
istedimmi	2
yatacağım	1
altında	12
çekeceğim	1
yuvada	1
demirleri	1
yapılmış	2
Pariste	1
Mehmet	1
Sişlide	1
Pelin	5
Hakan	2
Allah	3
taşındı	1
yıkılıyor	2
eniştemler	1
babamlarla	1
gidiyorlardı	4
aldılar	3
lar	1
ordaydı	1
vardım	1
idi	1
Saime	8
pisleniyor	1
küçüğü	2
anneannemi	2
Birsenler	1
Bingül	1
Birsen	1
Mustafa	7
giydirdiler	1
oturduk	5
diktiler	1
küçüğe	1
küçuğe	1
yaptılar	6
büyüğe	1
yapmadılar	1
işlerine	1
yiyeceğiz	3
uyumuyorum	7
gidemiyorum	1
götürmüyor	2
teypteki	3
dolacak	1
doludaki	1
güzelleri	1
İngiltereden	1
yeniler	1
Saimeyle	4
Pelinlere	1
oturuyoruz	13
geldimi	3
azıyor	1
tahtayı	1
sokayım	1
kapatayım	1
üstünü	1
Esenboğa	1
havaalanına	1
üşüdü	1
vincim	1
çıkarıyorum	2
koyuyorum	18
kondu	2
kakasını	1
çişini	2
hiçkimseye	1
havlamıyor	1
hiçmimseyi	1
köpeğidir	1
ederse	1
şunlara	1
gagalar	1
birsey	1
sokacağım	1
kapadım	1
kitledim	1
çıkamaz	1
kilitledim	1
duymasın	1
anlatıyorum	1
fareleri	2
öldürmuş	2
yapmışlar	2
gözetliyorlar	1
edecekler	1
batıyor	3
bitıyor	1
duyarlar	1
varmıs	1
beşiğini	1
sallarken	1
varmiş	2
onla	4
Brem	3
Mızıkacıları	2
rastlamişlar	1
kitabım	1
kitabımı	1
Mizikacıları	1
gösteriyim	6
Saimeye	1
getirsin	3
kitabiı	1
kediyle	1
aklıma	5
çikmışlar	1
görmüşler	1
görmüş	1
oturmuş	2
kaçıracak	1
kaçırıyorlar	1
atmiş	2
kovmuş	1
kahkahalarla	1
gülmüşler	1
öldürecem	1
tepelerin	1
Simtan	2
amcamın	8
oğlu	4
tepesinde	1
açayım	2
sincabım	1
ismim	2
atlarda	1
nedir	3
açıyoruz	2
yanmıştı	2
kibritle	1
oynamıştı	1
yemez	8
yengem	4
yana	1
koştururken	1
götüreyim	1
getiririm	4
görmüyorsunki	1
kıracağım	1
dedin	1
rımmmmm	1
koşarlar	3
Nedimeyle	1
Cınarcıkta	1
rımmmm	1
gündüzleyin	1
gitmez	3
aşağılara	1
dedeme	1
akşamleyin	3
bırakmış	1
bakkala	3
yakmış	1
yanmış	5
etlerle	1
götürmüşler	1
kesmişler	1
çocuğun	4
karnını	1
çıkmış	10
yamuk	2
Tuncaylan	1
kalecisiniz	1
orasına	1
oldumu	3
giyiyorum	4
dişçiye	2
yememişte	1
dişine	1
çürümüş	1
Metin	2
yiyecen	1
dişlerini	1
çürütmeyeceksin	1
Ayla	2
olmasın	2
evimizi	2
görür	2
ayıplar	1
Simter	1
çalışır	9
iniyorsunuz	1
duruyorsunuz	1
aşaya	1
çalmaz	1
çalar	5
Selahattin	1
düt	12
kornayı	2
düüüt	1
inecekte	1
gidecek	6
gittiğimiz	2
Soray	2
tabancayı	1
almış	18
atla	1
aslanlara	1
öldürmüş	2
tabancasıyla	1
başmış	1
yakanları	1
yıkanlar	1
mavili	1
öldürmem	1
ısırıyor	2
horozum	1
Meresedes	1
bagajına	1
Amerikaya	1
kesecem	2
bıçağımı	1
içiyorlar	3
bekliyorlar	1
vermiyorlar	2
karnı	9
uçmuyorda	1
uçamıyor	1
kanadınlan	1
gezmekte	1
yüzüyorum	4
girdirtiyorum	1
çıkamıyorum	2
konuşuyorum	5
ısırmam	1
üzdünmü	1
üzmedim	1
oturuyorum	9
yüzüyoruz	1
basıyım	1
otobüsle	2
bibiple	1
İsmail	1
Saban	1
Sabahattin	2
oynadı	1
bibiplen	1
oynuyordu	1
öksürmüyorum	1
ol	7
temizledim	3
omo	1
birtane	11
koydu	3
bilirsin	1
dizdim	3
yapmiş	1
Alev	8
teyzelere	1
düşürmesin	1
takılmıyor	2
aahh	2
gelmemiş	2
ört	2
örttüm	1
yansın	1
yakıyor	2
olmamış	1
olmuştu	1
koyuyorsun	4
öbürkünü	1
mamasını	3
gidicen	1
işaretmiş	1
yapılır	3
çıkmaz	1
oynayabilirler	1
koşabilirler	1
Funda	12
taktaklan	1
diziyorsun	1
sıralıyorsun	3
öbürgün	1
oyna	1
açacak	1
diyormuş	4
açıyorum	5
geceden	1
koleje	1
biniyoruz	1
kaydırağa	1
biniyorsunuz	1
kolejde	2
Nezih	5
açılacak	1
çıkıyorsun	2
bakıyorsun	2
oyuncaklara	1
atmadım	2
yiyorsunuz	1
kapıyorsun	1
salıncak	5
ıspanak	1
yazayımmı	1
yazacam	1
yapılmamış	1
alınmış	1
sıkıyor	3
getirttir	1
yazıyımmı	1
yatağınız	1
değildi	3
Eyüp	1
gelmişti	3
telefonumuz	1
sizinki	2
dudağına	1
Fethiye	2
almıştı	1
bugünleri	1
öbürgünleri	1
gömleğini	1
Nezihin	2
pantalonunu	1
ütüsü	1
dolduruyorsun	2
ütülüyorsun	2
dolduruyor	1
torbada	1
kirleniyor	3
ağbimle	2
süpürüyoruz	1
bozulmuştu	2
ağbimi	4
Nezihe	1
çik	1
Omerle	1
küveti	1
dolduruyoruz	1
oynayacağız	8
oynamıyoruz	2
yıkanıyoruz	1
yıkanıyormu	1
şampuanla	1
döküyorum	5
ıslatıp	3
yıkanıyorum	1
çıkıyorum	1
kurulanıyorum	1
değişecezmi	1
koyummu	1
yapıyımmı	1
alacaksın	2
koydukmu	1
güzelleştiriyorum	1
güle	4
öpmedin	1
temizliyorum	2
kağıtın	1
giriyormu	3
buda	4
gelmez	2
denmez	1
kambur	1
doldursana	1
doldurayım	2
anlatacam	1
bekle	2
acımamış	1
oynayacazmı	2
iplen	1
hiçbiryerden	1
almamışki	1
değilmiş	1
keçiyle	1
gördünüzmü	4
suyu	8
içmediki	1
tırmalamıştı	2
tırmaladı	7
tırmalanır	1
çıkmazki	1
mırnav	2
bücürle	1
çeşmeden	1
içermi	2
susadım	2
Yetiş	1
tırmalıyor	2
yanağını	1
balıkın	1
kopartırsın	1
koyarsın	1
tabakta	2
bularım	1
aldınızmı	2
babanıza	1
sokuluyor	2
girmişti	1
mandoline	1
benziyor	11
kazarlar	6
yaparlar	18
yakalamaca	2
İlhan	1
kazıyoruz	4
Arif	5
muzlar	4
elmalar	2
tahtalı	2
taşıyorlar	2
sein	1
dışarlara	1
inmiş	2
dolmakalemle	2
Cengiz	5
Erensoy	2
anneanneme	4
kutuyla	2
sıkıştı	4
soktum	3
çalmış	5
konmuş	7
seyre	6
dalmış	5
sesiyle	2
öt	8
gak	10
atın	2
bağlanır	3
gidemez	2
koşar	21
zürafalar	4
develer	4
koşmaz	3
emerler	4
dururlar	1
duranlar	1
tırmıkları	4
çakılır	1
içerler	20
çimlik	1
içmezler	5
yiyerler	3
pişirilir	6
yiyilir	2
gitmiştik	4
dibindeymiş	4
sesinle	4
Atatürk	11
söyliyeceksin	1
söyliyecek	1
kalbimde	2
sevindinmi	2
yirmiüç	2
Nisanı	2
hayvanlarla	2
Yiğit	2
teyzeme	2
boyamasını	2
lingo	3
şeyim	3
lengo	1
boşalt	2
yapılıyor	8
burasında	5
bayaği	1
yapıliyor	1
çekiyoruz	4
içiyoruz	4
pişiriyor	7
koyuyor	13
pişiyor	4
sevmiyor	3
karnında	2
trenlerin	4
çıkartır	2
kahveler	2
bardaklara	3
koyulur	2
fincanda	2
tabağı	2
evinden	3
babanız	2
seyredecekler	2
Ilhanla	2
yukardakiler	2
verecek	4
abime	2
korkmuyor	2
iğnesinden	4
korkuyor	3
korkmuyorum	2
beyazını	2
çıkartıyor	4
yukarda	4
görmü	1
göremiyorum	1
bıraktım	2
Vahide	1
Akalın	1
0kalemle	1
almıştık	1
yıkar	1
kızar	4
temizlemiyorum	2
anlatmıyorum	1
atta	1
gidiyorduk	5
baktı	2
Suzanın	1
tokası	1
Bona	1
Beykoza	1
itiyorum	2
utanmasana	1
korsanlar	1
mööö	1
bağırdı	8
vuup	3
batmış	2
xxxince	1
oynamışçım	1
düşecem	2
0çiçek	1
0şimdi	1
0işte	1
0bak	2
yapacak	6
Sule	1
götürürüz	1
dediler	2
Küçük	1
Bebekte	1
mam	3
oyuncağımı	2
getirecem	3
0giymiş	1
aynısinden	2
girdiler	5
0de	1
Bon	3
veririm	2
bardağım	1
içmiyorum	1
içti	2
gir	1
üşürsün	1
sogük	1
dışarsına	1
konarlarmış	1
düzelttim	1
getirmiş	5
xxxlar	1
huu	1
paltolar	2
kudrun	1
basmadı	1
söylemiyecem	1
neneme	2
çağır	2
donu	4
çıkardın	2
donunu	5
giydirdim	1
poposu	2
gözükmüyor	2
kazağına	5
başına	3
arabasına	4
binemiyor	3
çıkartıver	1
fincanına	1
korkuttum	1
cıktı	8
çıkartmasına	1
çıkartmadı	1
poposunu	1
durdurmuyor	1
picamasıymış	2
picaması	2
donum	3
donuma	1
çıkartmasınlar	1
çıkartmıyor	2
sallandık	1
gittimi	1
heryeri	1
gezdim	1
okuyorsun	1
işinde	1
çalışıyorsun	1
toplanmıştı	1
gözüne	4
beyendim	3
geliyormusun	1
Fundaya	1
kalkmadan	1
bitirelim	1
konuşacammı	1
görüyor	2
güzeldi	4
konuşmuyor	6
bindiremiyorumki	1
ayağını	5
binmiyorki	2
binemiyorki	1
iyiydi	1
salincak	1
sallandım	2
kaldık	1
etmiş	1
burasının	1
yermi	2
memeleri	2
yiyemez	1
bitecekmi	1
söylemiştin	1
bitmiyor	1
çekelimde	1
koyacaz	4
girmedi	1
girmemişti	1
şeyimi	1
koymadık	1
damı	6
oynacaz	1
gözünü	4
söyleyemezki	1
çevireyim	1
teypi	1
yapmıyordu	1
oturuyordu	3
madamın	2
acıtırlar	2
öbürkü	1
ufacığı	1
yuvasına	1
istedimde	1
istemiş	2
şeysi	5
kaldırıyor	2
uçmazki	1
uçmaz	3
küçuk	1
yemiyorlar	3
yemezseler	1
konuşamazlar	2
konuşurlar	2
demez	1
diyemez	1
kalır	1
acıkıyorlar	1
veremiyorlar	1
yiyemezki	1
açılmazki	2
denizdekiler	1
açılır	4
pişmedikten	1
ağzimmızı	1
yemezmi	1
isterim	7
çatmıyorumki	1
ellerini	1
yapayım	10
Tansele	2
oturuyorlar	6
konuşmuyorlarki	1
durmazki	2
duruyorlar	6
durmaz	4
beyeniyorum	2
inmiyor	1
Nezihi	1
iyiliyor	1
Haticenin	1
kapanırmı	1
kapandı	2
açılmıyorki	1
açılmadı	1
durarmı	2
külotları	1
külot	3
Pirayeler	1
uçağa	3
bekletiyor	1
gelemezki	1
Ihsan	1
yoook	2
Piraye	2
çalışıyorlardı	1
yapıyorlardı	1
bağlamışsınız	1
çikıyor	1
sallamıyorsunuz	1
yerinda	1
ezilir	1
ezer	1
Fundayla	1
annecilik	1
oynayacağızmı	2
yook	2
gelmiyorki	1
evdesiniz	1
Reyhanla	1
Reyhan	1
çıkarırsan	1
oturmazki	1
büyüyecek	2
büyüyemezki	1
bünun	1
toparlak	1
daktilosu	1
çalışmıştım	1
daktiloyla	1
bastım	1
yazdı	1
halamlarda	1
taraflarında	1
hiçbiryerde	1
varmıştı	3
açılırmı	1
ellen	1
ayaklan	1
atmaca	1
yapabiliyorum	2
takılıyor	2
boyam	1
fırçaylan	1
yapamamki	1
giydirdi	1
içiyimmi	1
uyuttum	1
evlen	2
alıyımmı	1
koparmı	1
oynuyacağızmi	1
misafire	1
gidilince	1
kullanılmaz	1
takılmadı	1
kağıdın	1
götürmemki	1
giriyorlar	4
giriyormuş	6
evmiş	1
giriyorlarmış	1
gaste	1
yerinde	1
giriyor	10
yürütüyor	1
birtek	1
benle	1
getirmiyor	1
acıkıyor	2
Aşkın	4
Enis	1
oturmuyor	5
pısiriyor	1
sofrayi	1
hazırlıyor	2
kaldırıyoruz	1
sofrayı	1
yapıyoruz	10
başkaları	2
Mineyle	2
Güneşle	1
hiçbirşeyin	1
Güneş	1
görürüm	1
hiçbirşeyler	1
birileri	1
geçiyor	11
ablalar	1
atlamıyorum	1
atlamasını	1
atlatmıyorlar	1
kulağını	2
çekiyormuyum	1
çekmiyorum	1
çalişır	1
ütülüyorum	5
mendillerimi	1
süpürür	5
pislerler	1
geldiği	2
süpürüyor	10
kalkarlar	2
arkasında	6
koyucam	2
hatırlıyorum	1
se	1
uyuyormuş	1
civciv	2
üüü	1
uyusun	1
papağan	1
gagası	1
açar	9
hamm	1
kulağı	1
keçiler	1
yapmışsa	1
verirler	2
acıktiğı	1
miyavlar	2
kedilerin	1
yatarken	2
anlatıyor	2
öğretiyor	2
kargaya	2
yaklaşayım	1
şakrak	1
söylemiş	1
tılki	1
tutuşurlar	1
uyanmamışlar	1
çıkartıcam	1
dizicem	1
kalkmışlar	2
açmışlar	1
ediyorlarmış	1
kalkıcaklar	1
oturacaklar	2
oturacak	3
böyleymiş	1
oturacakmış	1
yatıcak	1
yatıcakmış	1
uyuyacakmıs	1
büyükmüş	1
bebekmiş	1
yavrularımış	1
Aynurla	1
Aynur	2
şarkımızı	1
ördeğimi	1
ördeğim	3
vak	6
pantolonum	2
gugu	3
değıl	1
oynıyalim	1
guguyla	3
gelirim	3
oyuncakla	3
oynıyalım	5
gugunun	2
cok	1
seviyormusun	1
böö	3
içilir	1
döküldü	3
biliyoum	1
gidiyordu	3
yapıyorduk	1
dinledim	1
kalmış	8
şıp	1
atlıyorum	1
Fatoşun	1
kayığında	1
neresinde	2
önünde	2
girerler	3
yüzüyormusun	1
nerden	5
geldin	2
yanmıyor	3
kuyrugu	1
devenin	1
bacağını	2
başını	5
Derya	1
Deryanın	1
annesı	1
uyuduk	1
Ant	1
ooop	1
ıçerde	1
mendille	1
evcicik	1
Deryayla	1
tombulla	1
kaçtılar	1
koştular	2
yağdı	1
neneyle	1
çalışacaklar	1
gelmiyecekler	1
oynıyacaklar	1
bunlarla	2
gitmem	2
ninem	2
oğretmen	5
Engin	4
baska	2
şeyeder	1
0kaza	1
Suna	4
Aşıyana	2
pişti	1
demedik	1
içermisiniz	1
dedinki	1
geliyordu	2
biniyorduk	1
güzelmiş	3
yamyam	1
yıktı	2
oynıyorum	1
öksürüyorum	1
bune	1
ineki	3
alırmısın	2
çarpar	2
vercenmi	1
kamyona	1
kaçacak	2
binemez	1
kamyonum	1
atlasın	2
çarpışmadı	1
birbirine	1
itsin	1
bağlıyabilirim	1
uçacak	1
kurarmısın	1
0sofrayı	1
beğendim	1
geçicem	1
açıldı	5
evilerden	1
geçiyorlar	1
toplarım	1
kutulu	1
0alsın	1
0baba	1
arabalarla	1
getiriyimmi	1
kaçamazsınız	2
yıkıldı	1
yenisinden	1
heryerler	1
giremezler	1
kapanacak	1
hertaraf	3
ise	1
yermişsin	1
beben	1
ezdi	1
ezmediler	1
kırıldık	1
giremezsiniz	1
oğren	1
öğrenirim	1
öldürsene	1
etsene	3
Oldu	1
öldürdüğü	1
Cüneytlen	2
Armağanlan	1
Ankarada	1
kavgalarık	1
tabancamın	1
silahını	2
Cüneytle	3
birşeylen	1
koşmuyoruz	1
tabaanca	1
neredeymiş	1
bağırıyormuş	1
korkmuş	2
koşabiliyorum	1
öldürüyorum	3
kovboyları	2
biniyorum	3
öldürür	1
hııı	2
Armağanla	1
Cüneyte	1
yapmıyabiliyorum	1
Tülay	1
uyurdu	1
patlatayımmı	1
patlar	4
korkarsınız	1
çamaşırla	1
patladı	1
patlıyor	5
tabancalar	2
yutuyor	1
yavrulara	1
kaçar	2
tırnaklar	1
tırmalıyormuş	1
alıyormuş	1
maymunlara	1
fırçayla	2
ellemeden	1
elle	1
yapsın	6
hipotam	1
gözlere	1
açarmısın	1
kalemun	1
sineğe	1
sineği	1
babacım	2
sakladım	2
tırmanır	2
kazlar	1
bırakacaksın	1
alacağız	1
yerlerine	1
dizeceğiz	1
koyacağız	6
kağıtlarını	1
bırakacağız	1
buları	1
0büyük	1
0hayvanlarım	1
bbbb	1
getiriyim	5
çöpçü	4
vırrr	2
çağırıyormuş	1
0uyuyup	1
abalar	1
vjjj	1
vjjjjj	1
fyyyy	1
brrrr	1
getireceğiz	2
alıcağız	4
teype	3
hazırlıyacağız	1
teypte	1
konuşacaklar	1
söylerse	1
bulursam	1
bakalıııım	1
şimdiii	1
konuşturacağız	1
duracaklar	1
kardeşimi	1
görmüştüm	3
rüyammda	1
yapmamış	2
sevmiş	1
yağıyormuş	1
gelmişler	3
gelirdir	1
düşünüyüm	1
haaa	1
gelirse	2
ayıracağız	1
konuşarken	5
yabanlan	1
aklına	1
Ilhan	2
dışarılara	2
bigün	1
dalmıs	1
yürer	11
durarlar	2
çakılir	1
icerler	1
yemezde	1
çımlık	1
hepside	2
söyleyeyim	1
peyniride	1
söyleyeceksin	2
söyleyecek	1
B	1
biliyorsun	1
sinamaya	2
sinama	2
şeyimde	2
bunda	1
taşlarda	1
one	1
oyniyordum	1
arkadaşımlan	1
Kamille	1
abimin	4
okuluna	1
abimleri	1
Kamillen	1
babamlar	2
Idris	1
abimler	2
vardık	1
Sükrülerde	1
biryere	3
getirmedi	1
düzeltiyor	1
demirliğe	1
çıkartacanmı	1
kaçırmış	1
sınıfcı	1
olucam	1
eczacı	1
olacağım	1
kazanırlar	1
anneanneye	1
alacan	1
köpekle	1
arkadaşımla	1
kazmacılık	1
kürekle	2
çıkartmayla	1
çıkartmak	1
olduda	1
çıkarttık	1
yaktık	1
çekti	1
anino	9
0götür	1
duşmüş	2
aşagıya	1
düşmuş	2
bunlara	2
gösteriyorum	2
ağlıyacak	1
çıkıyormuş	1
iggggg	1
olaydım	2
çıkmiş	1
alacakmıştı	2
gagalıyorlar	4
çekilin	2
Usküdara	2
yıkanıyorlar	1
nenenin	1
acıkmış	5
içiyormuş	1
tulumbayı	1
çekiyorlar	1
çompi	3
Ayşegülün	3
yazıyorlar	2
sarıldı	1
yapacaklar	2
yazdılar	1
kerpeten	1
çompsi	1
kesiyorlar	1
çekicim	2
çakıyorum	2
çivimi	1
ağaca	2
götürmüş	4
bulamaz	4
saklamışlar	1
görmemişti	1
koymuş	2
kağıttan	1
durağın	1
ca	4
külah	1
giymiş	2
koymayalım	2
Istanbula	1
binmiş	2
çıkmışlar	1
bavula	1
çarpmış	5
koyacakmıştı	1
çıkarmıştı	1
getirmişti	1
uçağını	1
antene	1
karakedi	1
kaybet	1
girdirdim	2
koymuştum	3
kurtun	1
içindeydi	1
oturmuştum	1
durulmuyor	1
sokuyorum	1
donduruyorum	1
açtı	6
arkasını	2
arkasıni	1
Pirayenin	1
füzesi	1
Tayyarın	4
roketini	1
takıyorsun	2
volkswagen	1
roketi	1
yürüyordu	1
durdurttumda	1
füzeyle	1
Pirayeyle	1
Pirayelere	1
vız	3
kayığı	1
çözmüş	1
çözmüşler	1
kayık	2
tabancayla	1
bakmıştık	1
kayiğı	1
yakmışlardı	1
birtanesini	1
yakmışlar	2
yumruklarsam	1
boğulurlar	1
yumrukluycan	1
bum	15
sıkışacak	1
şöylece	2
kırılacak	2
attımmı	1
tekmek	1
derim	2
kafalarını	1
keserim	1
beynini	1
boyaylan	1
gazinoya	1
söyleyimmi	1
tırmandı	2
tepesine	1
giremem	1
götürdü	3
kıpkırmızı	1
gözlüklü	2
bostanda	1
topluyor	1
topluyormuş	1
Zeki	2
Galip	2
Ciğdem	1
Tayyarlarda	1
hemdencik	1
kapatıyoruz	1
takmiş	1
sünnetçiler	1
lunaparkın	1
sünnetçıler	1
binecem	4
gideriz	1
kullanıyor	5
arabasıni	1
yapış	2
siliyor	5
aygaz	1
icine	1
kaçmış	1
okurum	1
camidemi	1
uzaktakine	1
camisine	1
şisko	1
karşiya	1
işik	1
yuvarlaklı	1
tınaz	1
mazallah	1
uçsa	1
binersin	1
kullanırım	1
olsa	1
kalkarım	1
halaya	1
götürdün	3
hepsine	1
girmedim	1
sandalyelerin	1
geçmişti	1
sandalyenin	2
tarafında	1
almıştın	1
içmişti	1
sütle	1
yoruldum	2
sıkıldı	1
kanatlarını	4
kurda	1
yılana	1
bakmıştım	1
yatağının	1
çıkmıştı	1
değilmişti	1
yatağın	1
hortumu	2
yapmıştı	2
yüzmez	2
atlarlar	1
kendine	4
yapacaksın	2
bakayımmı	2
binemezsin	2
minnacık	2
bulamıyorum	1
gıdı	3
memelerim	1
gelebilirmisin	1
okuyorum	2
dövemem	1
söylememki	1
sarkıktır	1
ayrıktır	1
dersen	1
bastona	1
üsümesin	1
başınız	1
bayım	1
şapkanız	1
öp	1
misketlerime	1
güzeldir	1
misket	1
söylecek	1
çalacak	4
çalacaksın	2
çalınır	1
ısıracak	1
yetişti	1
boncuklarımızı	1
amcama	1
uçaktan	1
kaldırdılar	1
iyileşti	2
silofon	1
geçiremiyorumki	1
yaşımdayım	1
seninle	2
kalacak	2
bakabilirmisin	1
arkana	2
bulasık	1
yıkıyorum	1
dönsene	1
önüne	1
dön	2
şeylerle	1
anneyle	4
Ayşenle	1
yeriz	1
yatmaya	1
geldiğim	1
picamamı	1
giyerim	1
izine	1
Emine	4
Emineyle	1
bilgilerim	1
sekizde	1
uyurum	4
konuştuklarım	1
sopamı	1
basbayağı	4
kalmıyor	1
anlattım	1
gömlekle	2
Nur	1
yıkılmıyor	1
ermiş	1
muradına	1
dinliyeyim	1
anlatsana	3
konuşmanı	1
kuyun	6
pençe	3
ayıya	1
şak	1
0vurmuş	1
bayılmış	2
ken	2
kendinden	1
dövüşmüşler	1
carymış	1
cırmıklamış	1
yumrukla	1
kafasına	1
ölmüşler	1
yaralanmış	1
Istanbuldaydım	1
köpeklerden	1
korkarım	2
gözümü	1
cırmıklarlar	1
çat	1
anlatayım	4
babayla	1
bulursun	1
öleceğim	1
basacaksın	1
Saygun	2
basınca	2
dinleyeceğim	1
sevmez	1
olurmuyum	1
anlatacağım	1
konuşurlarken	1
kızmış	6
uzat	1
içeceğim	1
yo	3
havlarlar	2
miyavlarlar	1
yatmıyalım	1
görürler	1
susamış	1
çırparlar	1
