Word	Frequency
koşuyorsun	5
düşmüyormusun	2
yetişince	1
elbisesine	1
oynamazmısın	1
Nihanla	1
Zühalcım	1
seksekten	1
pantalon	1
yıkamış	1
eskiyormu	1
kirletmiş	2
pantalonunu	1
abisinin	1
gönderiyor	2
abisi	1
havhavlar	2
ısırıyormuş	1
köpeklerle	2
uyuyorsun	6
yatıyorsun	9
kalkıyormusunuz	1
acıdımı	7
hırkan	1
Nihandan	1
küçükmü	1
kundakta	2
yürüyemiyor	1
yürüyebilirsin	1
görüyorum	8
dedeni	3
başına	6
korkmazmısın	2
ölmüş	1
babaanneni	1
ölürken	1
görmedimi	1
neredeydi	1
evdeydi	1
görmedin	2
anlattı	3
ölmesin	1
tarıyormu	1
boyamıyormu	1
yakışıyor	1
kestireceksin	3
anneninki	1
gibimi	1
okurmu	11
teype	4
bastım	1
çalıştırıyorum	1
sesini	8
Boğazlıyana	1
gittiğinde	1
Boğazlıyanda	1
Zeliha	1
vurmuyormusun	1
vurursa	3
vuruyor	1
babasını	1
görmedinmi	4
Zelihanın	1
söylemiyormusun	1
nesini	5
kapatıyorsun	2
tepesini	3
Nihanın	1
memesi	1
emiyormu	1
Nihan	1
evle	4
paspası	1
çekmeyim	1
yapıyorum	1
verdiğin	1
büyüğüm	1
cünkü	1
ablayım	1
koyuyummu	1
demiştin	2
tavuğun	3
itiyor	20
çarpıyor	3
büyüyünce	3
olacaksın	5
koşuyorlarmı	3
oynuyorlar	13
Elvan	3
üzüyormusun	2
gittiler	4
götürecek	4
Ender	1
Atasel	1
amcanı	1
Atacan	2
seyrediyor	1
babaanneyi	1
alıyorsun	3
temizliyorsun	5
kalktın	1
yemedinmi	5
etmedinmi	1
dedeye	1
duyarsa	1
kızarmı	1
söylemez	1
derlerse	1
konuşmadık	1
atam	1
atamı	1
söylesene	8
Algül	1
yatacaksın	1
gitmeyeceksin	1
istemiyormusun	2
ağlıyacak	1
attılar	2
öylemi	2
attılarmı	1
atarmı	1
söyler	1
atıcam	1
açmıyalım	1
canın	1
yiyince	1
açacam	2
nedir	24
tırmalarlar	2
öğretiyor	1
okuyabilirmisin	1
ayağını	2
tırmalamış	2
birtanesi	2
sordun	1
Tülaya	1
rüyanda	1
sakladın	1
kurda	1
kimindi	1
durmuş	1
kesiyor	3
yazıyor	11
Aylin	4
oynıyalımmı	3
süpürüyorsun	1
neresinde	17
Elif	7
doğuracak	2
bi	2
olucak	4
kızmısın	1
oğlanmısın	1
olduğun	5
napıcaz	4
senlen	40
gitmedilermi	1
istiyorsan	3
girdirmek	1
girdir	1
giriyorlar	2
yürüsün	1
üşümesin	1
aşşağıda	1
korkarsın	2
bebeklerden	1
ısırırlar	6
korkmuyorsun	1
yatıyorlar	4
kimlen	23
Ercüment	2
oynamıyor	2
oynamıyormu	3
olabilir	1
açarsan	1
zannederim	1
çatısını	1
çatısından	1
küçült	1
sokarız	2
kapısından	1
sığıyor	1
uyusunlar	2
uyuyacaklar	1
uyurlar	5
uyuyormusun	2
gidiyormusum	1
binsin	3
açılmazsa	1
binemezki	1
açabilirsin	1
yorganını	1
abin	4
zıplatıyormusun	1
verdim	2
binemez	1
koskocaman	1
onlarla	9
yazıyorsun	6
yazarsın	3
gidecekler	3
pabuçlarını	2
bağsız	1
pabuç	1
açılır	4
süslenirken	2
süsleniyormusun	1
süslenmiyormusun	1
tarıyormusun	1
yürüt	2
süpürüyor	20
ediyormusun	5
denir	2
geçtimi	2
iyileştinmi	1
yüzemiyormusun	1
yüzebiliyormu	3
şapkan	2
şapkanı	1
hiii	1
koptu	1
bilmiyordum	1
götürdülermi	1
alçıya	1
koydularmı	1
acımıştır	1
ağladımı	1
ayakların	1
yetişmez	1
kullanıyorsun	2
kullanmıyor	1
gülmesini	1
gülebilirmisin	1
ağaçlı	1
terbiyeli	1
bağırdı	3
edepsizlik	4
sevmedim	1
sevilirmi	1
sevmezsin	3
şımarık	5
cicisin	1
yapmazsın	1
çocuklarla	2
oynamıyım	1
sevmiyormusun	5
burasını	2
arkadaşlarla	2
oynamasını	1
gelmiyeceksin	1
getireyim	2
getirmeyimmi	1
sevmezmi	1
sevmez	1
Funda	9
getirsem	1
oynasa	1
oğretmenlerini	1
sevmiyorsun	3
öpüyorlarmı	1
öpp	1
sarılıyorlar	1
sopalıyorlarmı	1
kızdırıyor	1
terbiyesizlik	1
yatmıycam	1
yatıyormusun	3
kimde	2
alıcak	2
anneannende	1
onlarda	2
seyrettinmi	5
kesmiyorlarmı	1
sinemasında	1
filimdi	1
gitmedinmi	1
götürsün	1
olsunki	1
gideceksin	10
gazoz	1
içiyormusun	4
çiğniyorsun	1
saçlarını	3
kıvırcıkmıydı	1
benimkiler	1
seninki	1
ra	3
söyleyelimmi	1
havasını	1
öğrendin	1
söyleyim	3
ediyormusunuz	1
söylerken	1
pikap	1
içmezmi	3
yemezmi	3
susarlarda	1
kabuğu	3
hadii	3
kabuğunu	1
sevmezlermi	1
Elifciğim	1
dursunlar	1
seyrediyorlar	3
Fıstık	2
sinemasıymış	1
seyrederlerken	1
görüyorlar	1
okuyayım	1
okuyum	3
anlatmıyacaksın	1
alalimmı	1
bakmıycakmişsın	1
kardeşine	1
benziyor	6
takmış	1
saçına	1
alıyor	7
ağlıyormu	2
ağlamıyor	1
okuycaz	1
bağırıyor	4
kıyameti	1
koparıyorlar	1
rüyamdaydın	1
rüyamda	1
düşüyormusun	1
düşmüyorsun	1
duruyorsun	1
yatırıyormu	1
yıkanabiliyormusun	1
elbisene	1
pütürük	2
pamuklar	1
ooh	1
atıyorsun	7
düpedüz	1
uyduruyorsun	2
cicimisin	1
dinliyormusun	2
üzmüyorsun	1
uykun	2
gelmedimi	7
eskiler	1
alırım	2
eskici	1
eskicimisin	1
makarnası	1
makarnamısın	1
makarnaysan	1
sımdi	2
yiyelimmi	1
makarnasın	1
değilsin	1
nesin	2
çocukmusun	1
kapattınmı	1
karnın	6
acıktımı	4
acıkmadımı	2
üflüyecekmisin	1
napıcaklarmış	1
başkalarının	1
severim	5
evinde	4
yapıcak	2
iniyorsunuz	1
aşşağı	1
inicen	1
acıktı	1
oynayacaksın	2
arabalari	1
açılıyor	1
Alp	6
taşıyor	2
burasında	2
markaydı	1
teyzesiyle	1
getiriyorsunuz	1
Alpay	3
duruyormu	3
gelmediğim	1
uyuyormu	6
yukarkinde	1
Cınarcıkta	3
dövüyormusun	1
Alpayı	1
bilmiyor	1
konuşmasını	1
yemiyormu	1
oğlum	18
kalktı	1
ağladı	1
kimlerdi	1
yoruyordu	1
tepeme	1
çıkıyordu	1
devamli	1
yapardı	1
Fatma	1
zannettimki	1
durdurursun	1
onlardan	2
kuvvetlisin	3
koşuyorlardı	1
yapacan	2
değiller	1
mısin	1
diyormuş	3
dinlemiyormuş	1
hagi	1
Emirgana	1
taşınıyorum	1
gelecem	2
oturuyorsunuz	4
Emirganda	1
ortaokulun	2
sorsana	2
oynayabilecekmisiniz	1
oğlansın	1
bahçesine	4
gidiyormusunuz	2
inince	1
Cınaraltında	2
olsa	1
oynarmış	1
erkeğe	1
konuşmuyormuyuz	1
pardon	1
erkekçe	1
yapmıyacağım	1
sorduğuma	1
oynamaz	1
aldık	7
faytona	1
bindik	9
götürüyorduk	1
bırakmış	1
faytonda	1
indik	2
Metinin	1
bulamadınmı	2
sorduklarıma	1
versene	6
verirsen	1
sevmem	3
Cınarcıktan	1
çıktık	1
yürüdük	2
yürürken	1
koşmayalım	1
demedinmi	2
kucağımda	1
yürüdün	1
kucağımdan	2
indirdim	2
Bülent	2
aldım	7
Yalovada	1
uyudum	1
otobüsten	1
gidiyordu	3
yaptırmaya	1
Cınarcıktaki	1
köpeğin	2
Erelcim	2
teybi	8
dönüyor	2
bibip	5
şişirelimmi	1
getirsene	3
bul	4
attaya	1
veriyimmi	5
tanbul	1
kağıdın	3
şimdik	3
altından	2
kaldırayımmı	1
gösterecek	1
dastana	1
girmiş	3
açarmısın	1
kapatabilirim	1
yakacam	1
üfleyeceksin	1
ilacı	3
kapadın	1
boncuğu	2
bozuldumu	2
yapacaz	4
tamirci	1
getirelimmi	1
etsekmi	1
aratalımmı	1
olmamış	2
Erel	9
yedinmmi	1
içtinmi	3
varmıydı	6
pişiriyor	12
yedinse	1
pişirdi	2
getirmiş	2
Erele	2
içinden	3
getirmedi	1
Ayalayı	1
tanıyormusun	3
Ayala	3
Dvora	1
Ayalanın	2
yeriz	1
bittimi	1
çalışıyorum	1
silelimmi	1
siliyorsunuz	1
çizmesin	1
yaparken	2
girsin	3
yemesin	2
lahanayı	1
biliyormu	1
biliyor	3
başlasana	1
birtane	9
look	1
boo	2
söylesenize	1
pınari	1
that	1
your	2
daddy	1
yürüttün	1
topluyorum	1
uzamışlarmı	1
geçsinmi	1
sürdünüzmü	1
sürdü	4
çalmış	1
ıslandımı	1
götürdünmü	1
gitsinmi	1
gitmesinmi	1
sayıyorsun	1
tutmuş	1
oynayalımmı	5
anneciğin	1
dandanı	5
yatağında	1
ittimi	1
öptümü	1
oturuyorlar	4
geyikle	1
oynıyacakmıyız	1
gideyimmi	2
düşürdü	1
yapabilirmi	1
bebekle	2
verdinmi	1
sürdünmü	1
tadını	2
çıkarmısın	1
üşürsün	1
ceketini	1
giymezmisin	1
ootobüsü	1
koydunmu	1
sevsin	1
yakaladı	1
takalımmı	1
acımış	4
bacaği	1
acıdınmı	1
eşeğe	2
dövüyormuş	1
sahibi	1
eşeği	1
kızınca	1
tırmalamazlarmı	2
yavrularını	4
içerlermi	3
yürürmü	2
yüzermiş	1
pişiriyorsunuz	1
kızartıyormusunuz	1
kılçıkları	1
seversin	3
luna	4
gidiyorsunuz	7
öbürü	2
Taksimdeki	1
gitmiyormusun	4
gidin	1
Taksimden	1
çalısıyor	2
Taksimde	2
çalışıyorsa	1
apıyor	1
kalıyorsun	1
yukarda	2
ranzalı	1
Hakan	2
taşındı	1
oynamıyormusunuz	2
Saime	3
ütülüyormu	4
Birsenler	1
kimdir	1
akrabanız	1
neyiniz	1
kalktınız	1
dikti	1
diktiler	1
uyuyacanmı	1
arkadaşını	1
Hakanı	1
görmüyorsun	1
evine	7
etmiyorsun	1
dolacak	1
öğreniyormusun	1
Pelinle	1
arkasına	2
oluyorlar	1
dinle	2
Brem	1
Mızıacılarını	1
kitabı	5
tepelerin	1
kaçtane	1
Simtan	1
amcanın	1
oğlu	1
yürüyebiliyormu	2
oynayabiliyormu	1
acıyormu	3
çektiği	1
geyiği	1
yanmışmıydı	1
meyvası	1
koşarlarmı	4
içerki	1
koşarlar	12
Nedime	1
Nedimeyle	1
babanla	5
nasıldır	1
takıyormu	1
alıyorsunuz	3
yapmışlar	2
annesini	3
karnından	1
çocuğun	4
söyledi	3
toplan	3
Tuncaya	1
dişçiye	1
çürümesin	1
Ayla	4
Teyzen	1
görürse	1
Simter	1
çalışır	3
kulübü	3
çalarmı	2
çalar	3
kornayı	1
gidecekmiş	1
yanıyordu	1
yokmuydu	1
içiyorlarmı	1
bekliyorlar	1
bilmemki	2
terbiyesizliklerinden	1
horozum	1
uçarmı	5
uçuyormu	4
uçamıyor	1
guvercin	1
ısırmazmı	1
Cınarcığa	1
yüzüyormusun	3
balıklarla	3
konuşuyormusun	2
döver	3
yüzüyormusunuz	1
yana	1
yüzüyor	9
geldilermi	1
geldiler	2
otobüsle	1
bibiplemi	2
kuleyle	1
misafirliğe	3
İsmail	1
Rahim	1
Saban	1
Sabahattin	1
oynadımı	1
koştunmu	1
oynuyormuydu	1
öksürüyorum	1
öksürüyormusun	1
oldum	1
olmadınmı	2
ismim	2
İsmaille	1
temizledinmi	1
temizledin	1
oynıyalım	1
rengini	4
beyendinmi	8
uzamış	1
işaretlerle	1
yaparım	3
yapabilirmisin	5
dizdinmi	1
Alev	19
oynuyacaklar	1
tutarsan	1
düşmez	1
uyuycakmış	1
gelmişmi	5
uyuyormuş	2
ört	7
ikisini	1
yanmıyormuş	1
yanacakmış	1
yakıyormuyuz	1
yakmıyoruz	1
degıl	1
uçağa	2
toprağı	1
kazıyor	1
kediymiş	2
karakedi	1
olmuştu	3
tırmalıyor	5
kalmamış	1
Erelim	1
sığarmı	1
anacım	2
çıkart	6
köprüsu	1
bitirmiş	1
Erelin	1
içerde	1
yemez	8
yağıyor	1
gidemezsin	2
yapılmaz	1
çıkamaz	1
ayaklarından	1
cıksın	1
oynayabilirler	3
oynasınlar	4
yesin	10
koşabilirlermi	2
Işılcım	2
Fundayla	5
diziyorsun	2
açıyor	2
açıyormusun	1
açıyorsun	1
öpüyormu	1
terliklerini	1
getiriyormusun	1
kolejde	4
atıyor	4
etrafına	3
yiyoruz	1
etrafında	1
kapattın	1
böceği	1
tatlısı	1
bileziğin	3
bileziği	2
yapılmış	2
duydum	1
gösterdiler	1
miydi	5
kullanın	1
bizimki	1
dudağına	2
tırnaklarında	1
ojeleri	1
parmağına	1
eliyle	1
kirleniyormu	1
kirletiyor	2
dördünüz	1
kirletiyorsunuz	1
siliyorsun	1
elbiselerini	2
topluyormusun	1
içerden	1
çamaşırı	2
Işıl	5
görüyor	5
Nezih	7
degilmi	2
Nezihin	2
mutfağı	1
küvetin	1
yıkıyorum	1
yıkanıyorsun	1
öper	1
diziyormusun	1
anlatacaksın	1
anlatabilirmisin	1
söylediğini	1
duyuyorum	2
sev	1
kadarını	2
biliyorsan	3
yoruldunmu	1
gelirim	1
masalmı	1
anlatacakmısın	2
bekliyorum	1
babaannene	1
almıyorlarki	1
hastalığı	1
Eyüp	1
Aynur	2
vermiş	1
yüzüğü	1
çarşıdan	1
yüzüğün	2
hayvanlarımı	1
zürafa	3
tos	1
Etilerde	1
görmedik	1
keçiler	3
kediye	3
çağırdın	1
tırmaladımı	2
tırmaladı	5
dururken	1
tırmalanırmı	1
ağaca	1
çıkarlarmı	1
iyilir	1
icersin	1
kuşoğlu	3
olmazmı	4
Yetiş	1
ısırıyormu	1
pişer	2
bıçakla	2
çalınıyor	1
mandoline	2
çalıyormu	1
kuyuda	2
çocuğa	4
uydur	1
koşarmı	4
koşmazlar	2
şeyle	2
Denizhanla	2
dşarıda	1
kazıyorsun	1
kuyuyu	2
kazmak	2
şuradan	2
baksan	2
görürsun	1
olmasa	4
anlatırsın	3
taşır	2
taşırlar	2
eviymiş	3
çocuğu	5
dalların	2
arasında	2
ütülenir	2
temizlersin	2
sevindinmi	2
söyliyecenmi	1
keçiciği	1
Arslan	1
Mehmetciki	1
içmezlermi	4
yüzerler	7
Atatürkü	2
yirmiüç	2
Nisan	2
hayvanlarla	5
pişirilir	2
neyim	2
oğlusun	2
yapıcaklar	1
Ilhan	2
gidicen	5
Vahide	15
Hergün	1
çıktığında	2
göremiyorsun	1
kızar	2
bilirsin	2
saçlarına	1
taktılar	1
Cananın	1
tokaları	1
Canana	1
Canan	1
Suzan	1
baktı	1
Suzana	1
söylüyorsun	1
Bon	2
Olguna	1
kızsaydın	1
deseydin	1
utanmasana	1
gelsinmi	1
söylermi	1
vuup	1
batmış	1
düşecekmi	1
gidecekmi	1
gidecek	7
Ulkü	2
anneyle	3
Sule	1
götürürüz	1
dediler	1
gitmedin	2
0giymiş	1
aynısinden	1
girdiler	2
evladım	3
konarlar	1
balıgın	1
balıklari	1
balıgı	1
gittik	16
oyuncaklarını	3
gideceksiniz	2
oturayımmı	1
kazanıyor	3
babacığın	1
çıkardı	1
donunu	2
binemiyormu	1
binemiyor	2
çıkartmasın	1
fincanına	1
çıkartmadı	1
cıkartmıyor	1
poposunu	1
durduruyum	1
pıcaması	1
çıkartmıyacak	1
Bebekte	2
hüçük	1
ukalam	1
topladım	1
kötüydü	1
dikiyor	3
güzelmiydi	2
konuşacaksın	2
gitmezse	1
konuşamazki	1
çiftlikte	1
bindir	2
binmiyor	1
nasıldı	3
dısarda	1
memeleri	1
domuzun	2
emsin	1
ineğin	3
emebilir	1
sütünü	2
içmez	2
sıkışırsa	1
büyüyecek	2
olmazsa	1
bitecekmi	1
söylemiştim	1
içebilir	1
neyini	2
unuttuk	1
oynacazmı	1
yatıyormu	1
istemiyor	1
burdaki	2
ellerini	1
kaldırmış	2
bahsediyorlar	1
çevir	2
bakmayalım	1
madamın	4
kedilerini	1
acıtırlar	1
başkalarını	2
yatırıyor	2
içiyorlar	3
deniyor	1
bunlara	1
uçmaz	1
köpekten	1
gelsinde	1
tutmağa	1
konuşabilirmi	2
köpekle	1
duydunmu	3
çıkarabiliyorlarmı	1
annelerinden	1
diyebilirmi	1
kalır	1
karınları	2
acıkınca	2
veriyorlar	1
açmadımda	1
oynayabilirsin	3
istersin	3
çatıyorsun	1
değiştir	1
değiştirebilirsin	1
olsunlar	2
Tansele	1
Yusuf	1
çağırsın	1
Işıla	1
oynayamazmı	1
oyuncağı	4
istiyorlar	2
oynuyorsuz	1
kaldırırsın	1
Pirayeye	1
Piraye	9
çoktandır	1
beyeniyormusun	2
Haticenin	2
bebeğini	3
durdu	2
çalınsın	1
kapanır	1
açilmadımı	1
bozulmuşmu	2
açıldı	2
Pirayeyi	2
zamandır	1
Pirayenin	3
nerdeydi	1
Nafiye	2
halanın	1
Ihsan	1
gelmiyor	3
gelecekmi	2
gelemez	1
gelmiyormu	2
gelsin	6
bilmiyormussun	1
okuluna	1
oynuyorlardı	1
oynamıyorlarmıydı	1
ddiye	1
yerinde	4
durmazmı	1
kalktım	1
Nevcihan	1
annecilik	2
çocuğunuz	1
çocuksuz	1
otnuyorsunuz	1
ediyormu	1
duramaz	1
kalkmıyor	2
koleje	2
daktiloyla	1
çalıştın	1
bastın	1
yazıldı	1
çıkmıyormusun	1
kolejin	1
salıncak	1
götürüyormusun	1
zannediyordum	1
degil	2
maçını	1
seyrettiniz	1
maçlarını	1
kazağın	3
çıkartmamak	2
oynarız	4
boyalarını	1
temizlerken	1
gitmiyormusunuz	1
atlıyorsun	1
gördüğün	1
yapmasın	1
ütülüyorsun	4
parkedeceksin	2
kalkarlar	1
geçende	1
oynamıştık	1
horozlar	1
küşlar	2
masalları	1
gak	1
C	3
uyanmadılarmı	1
şarkınız	1
anlatırmışın	1
guguyu	2
neleriyle	3
onla	1
geldin	2
hörgüç	1
yedinizmi	1
oğretmenin	1
arakadaşların	1
şoyle	1
koşsun	4
koşuyorlar	8
gitmezmisin	1
Suna	1
dediniz	2
Omercim	2
anlamıyorum	4
koyuyor	8
çatalları	1
düşmüş	2
gelecekmiş	1
koyarım	1
kendininkileri	1
ıçine	1
kaçamazsınız	1
zormuş	1
oluyorsun	2
ezdi	1
öğreneyim	1
etsin	4
Omer	1
Cüneyt	3
koşuyormusunuz	1
koşmuyormusunuz	1
koşmuyormu	1
koşuyormu	1
koşabiliyormusun	1
yapamazmısın	1
yapamıyormusun	1
söyliyeyim	1
patlar	1
ütülemiyorum	1
çamaşırla	1
süpürüyormu	3
kitaplarını	1
gösterirmisin	1
Allah	2
basıyor	1
yemezler	2
fırçayla	1
hipotam	1
açarım	3
bukelamun	2
sineği	1
tırmanır	2
tırmanıyor	1
söyleyecek	1
görmüştün	2
görmmüşsün	1
görmüşsün	1
yanında	4
bakacaksın	2
Nazanın	1
Nazanların	1
kızkardeşini	1
anlatıyordun	2
düşün	1
kazıyorsunuz	1
pantalonun	1
süpürürsün	1
keçiyi	1
Mehmetçiği	1
içiyormuşsun	1
dişarda	2
kimleri	1
yandın	2
götürdü	6
anlatıyormu	3
anneanneyi	4
kalkıyorsunuz	2
Denizhanı	2
çıkartayım	2
çıkartacağım	2
söyleyecen	1
eczacılar	1
görürler	1
kazandığın	1
parayla	1
Denizhan	1
çıkartma	2
alıyormuş	1
Burçak	119
gelsene	2
gelirsen	1
istemiyorsun	1
düşmuş	3
geliyim	2
etrafındakiler	1
yırttı	2
yiyorlar	4
yemeğiymiş	1
biliyormsun	1
kucağı	1
çikmış	1
derler	3
ibıgi	1
sü	1
kaçıyormu	1
gagalıyorlar	1
gagalıyorlarmı	1
yapacaklarmış	1
Usküdarda	1
diyorlarmış	1
söylüyorlarmıymış	1
konuşuyorlarmış	1
kulağıma	1
yiyelim	1
beyenmedim	2
çekirdeğini	2
atayım	2
çekirdeği	2
bıyıgı	1
çompi	1
görünüyor	4
tanesine	1
Ayşegül	8
mektubu	1
isimlerini	2
çekiçle	2
sandövici	1
söylüyorlar	1
kalmış	4
koyalımmı	3
oyuncaklarımla	2
gelmişler	1
yürüyorlar	4
koyacaz	1
gösteriyimmi	1
istermsin	1
rastlamış	1
Muratcım	4
kaybettim	1
kırdı	1
kedisiz	1
kaldım	2
kırdılar	1
şımdı	2
Musa	2
girdirdin	1
koymuştun	1
çıkartırmısın	1
arkasını	1
Murat	11
Tayyarın	2
uçağı	2
pirayelerde	1
caddelerde	1
çözmüşler	1
kayığı	1
yanmış	1
kayık	1
tabancayla	1
vurmuş	1
korkarsa	1
yapabiliyormusun	1
gazinoya	1
tırmandı	1
kimsiniz	2
Tayyarlara	1
oluncamı	1
sünnetçiler	1
konuşacağız	2
alda	1
götürdüm	1
halaya	1
gitmedik	1
yüzdün	1
sandalyelerin	1
uçarlarmı	2
onların	5
yüzermi	3
nehirlerde	1
Ozlem	10
eşeğim	1
gidiyorum	2
binmiyorum	1
olursan	1
gidemedim	1
Ozlemin	1
Sema	2
Ozlemi	1
Ozlemcim	3
seviorsun	1
üzülmüş	1
hastalanmış	3
görmüş	1
gelmemiş	1
bağıracağız	1
degılmi	3
ellemesinler	1
pompayla	1
döveceksin	1
değılmi	1
bagıracaz	1
diyilmi	1
hastalandı	1
Herbie	2
bilmiyormuş	1
görsün	2
gagasını	1
çizdikmi	1
tamamlanır	1
suratı	1
ögretti	1
başında	1
ağzım	1
tadı	1
tereyağında	1
kızarttım	1
göstermiyorsunki	1
görmüyorum	4
beyendim	8
Hakana	1
seviyormuymuş	1
Ozleme	1
öğretecek	1
çalacak	3
çalınır	1
ısırmasın	3
pilotumuydu	1
Gürol	1
ağlıyordu	1
düşürüyorsun	1
şeylerini	1
cın	1
getirmişti	1
pastası	1
geçiriyorsun	1
gidiceksin	2
götürecekmiyim	1
özler	1
Herbieyi	1
göstersene	3
Ozlemcım	1
benlen	4
konuşmuyorsun	2
konuşsana	1
yavrucuğum	1
yazıyorum	1
yıkıyorsun	2
bulaşığı	1
yıkarken	1
üşüttünmü	1
dön	2
hastayım	1
yıkadın	1
uyursun	6
evdekileri	1
tutarım	1
süpürürler	1
once	1
upon	1
now	1
you	2
tell	1
konuşmanı	2
dinleteceğim	1
kuyun	1
Mahmut	1
neredeydin	2
olurken	1
değilmiydin	1
alıyoruz	8
anlatmazmı	1
basınca	1
açıcam	1
oynıyacağız	1
they	2
bark	1
hikayeyi	1
dinledik	1
kurdu	1
hocaya	1
yaklaştı	1
dinliyeceğiz	1
yet	1
nerelerdeydin	1
açıldımı	1
kesilince	1
bekledinmi	1
ediyorlar	4
Güllühanların	1
Muzaffer	1
gordünmü	2
tutuyorsunuz	1
yemeyi	1
anlatmıyormu	1
öğretmişti	1
abini	1
abinle	1
atçılık	1
istemiştin	2
komak	1
duydun	1
Ozcanı	1
konuştu	1
Ozcan	2
açtım	1
aninoya	7
aninonunki	1
kapıyorsun	2
mıymış	1
düşerler	1
birisi	4
oturuyormu	1
birileri	1
oturmuyormu	1
bağırıyorsun	3
çalıştır	1
bırakmıssın	1
yapsak	1
diymi	1
gidelimmi	3
koyabiliriz	1
koyabilirsin	1
konabilir	1
vapuruna	3
sokacaksın	2
sokuyordun	2
olayım	2
konuşturayım	1
açtık	2
kalkıyor	2
vutt	1
vutttttt	1
buu	1
gelsinler	1
korkuyormu	1
kaçacakmı	1
kaçıyorlar	1
korkarım	2
korkuttun	1
uçagını	1
dütdürüt	1
çikaralımmı	1
kurtak	1
yarılmış	1
kenarına	4
Muratlan	3
düşmüsmü	1
dikmiş	1
diktirmişler	1
varmiş	1
acımişmı	1
koymuşlarmıydi	1
Burçakcım	10
gitmiştin	2
Arı	2
Pastahanesıne	1
Pastahanesınde	1
yüzebiliyormusun	4
yüzüyorsun	6
yzüyorsun	1
vurda	1
cıkarıyor	1
where	3
annino	1
inanmıyormusun	1
inanmıyorsun	2
ingilizce	1
konuşuyordun	1
atladıgımız	1
koymasın	1
söyleriz	1
temizliyeceğim	1
kirleniyor	2
kirletiyorsun	1
ütuyü	1
babacık	2
yazmıyormu	1
korkacaz	1
yazmıyor	1
korkutma	1
korkuyorum	2
aklım	1
tartıcaksın	1
Ramazan	3
tartıyor	4
duymuyorum	4
yiyormuydun	1
aninoyla	1
yaparmısin	1
zman	1
görelilm	1
yapcaksın	1
resmini	5
Ozcanın	1
Slobin	1
miyim	1
güzelmişim	1
bayıldım	1
burucuğun	1
burucuk	3
burucuğu	1
hikayesini	1
tutucam	1
bahsetsene	1
aninoylan	1
atladık	1
arabaylan	1
tabışkanla	2
Kadıköy	2
iskelesine	2
gidiyormuyuz	5
gitmiyormuyuz	1
almazsak	1
arabayla	1
veriyorlarmı	1
vermiyorlarmı	1
vermiyorlar	1
kulübe	2
konuşmayacaksan	1
içecem	1
yüzerken	2
soyunuyormuyuz	1
soyunuyoruz	3
takıyormuyum	1
takıyorum	1
giyiyormusun	1
giyiyorsun	1
ağladınmı	1
ağlıyorsun	1
kusuyormusun	1
kusuyorsun	1
çalıstır	1
diyormusun	1
Kerem	1
nıcin	4
Burcak	4
üzülürüm	1
üzüldüm	1
anino	4
yiyecez	1
içeceğiz	1
tutuyormusun	2
yüzerlermi	2
baıkların	1
balığin	2
ayagı	1
kuyruğun	1
değilmı	1
düştünmü	2
yapmadımı	1
ücar	1
ücabiliyormusun	1
köpegı	1
gezmiyormu	1
dövmüş	1
tırmalıyormu	3
sevince	1
vermişlermi	1
ısırdım	1
kanayacak	1
Gökçen	1
koyacak	2
yaralarına	1
Nişantaşında	1
uyudumu	2
kanadı	3
çekil	2
arıyor	2
atmış	4
kızmış	1
Aninöya	1
gidecekmiyiz	2
genceye	1
almışlar	1
kızmışmı	1
kaçıyormuş	1
üşüyecek	1
giymemiş	1
pijamasını	1
kışlıkları	1
anlatırmışin	1
yapıcaktı	1
kırdın	1
gideceğiz	1
oynuyordur	2
binicekmisin	1
biniceksin	4
binicek	1
binmiyecekmisin	1
gitmiyorsun	2
aninona	2
vericekmisin	1
vericeksin	1
fötou	1
alıyormusun	1
durmuyor	2
duramıyor	1
durdumu	1
edicez	1
oyuncakkların	1
üçak	1
neresini	3
yapıcaksın	8
edince	2
götürecekmiyiz	1
hozaranını	1
davulunu	1
0nereye	1
bulabilirmiyim	1
unuttun	1
bah	1
diyecektin	5
tutuyorlar	1
napıcaksın	4
çikarıcaksın	1
yüzebilirmisin	2
yüzebilicekmisin	1
götürecekmisin	3
hamdiyi	1
masalıni	1
alırız	1
götürelimmi	2
peynirini	3
düzelt	1
topacı	1
kırılmış	1
sapını	1
kırılmışmı	1
etmedimi	1
onlan	5
kenarında	3
gidersek	2
uyursak	2
uyursan	1
napıcan	3
sürersem	1
sürersek	1
yaparsam	1
donuna	1
çişini	2
yürüyor	2
yürütüyor	1
kalkmış	2
tüfeğin	2
ortasına	2
aradın	2
kısmı	2
bulamdınmı	1
girermi	3
yaparız	2
tüfeğini	2
bulamadım	1
napılıyor	1
indiriyorlar	1
inmiyor	1
inememişmi	1
inemiyor	1
çıkamamışmı	1
indiriyor	1
takıyım	2
takabildinmi	1
bilmiş	1
itfaiyeciler	1
söylemiş	2
takamadım	2
taksın	1
geliyorlar	1
çak	2
çakarsın	1
kalkıyorsun	2
devrilir	1
açılsın	1
kutuna	1
sarıyor	1
öğretiyim	3
anlatayım	1
çıkarıyımmı	1
çıkaramıyorum	2
girmiyecek	1
takıcam	2
taktığın	2
ucu	1
eder	3
arar	1
ucunu	1
takmazsan	1
takmadın	1
çalışıyormu	2
çalışmadımı	1
bitmişmi	1
alsın	5
bastığın	1
